episode,epsilon,reward,steps,success,risk_exposure,redundant_actions,escalation_attempts,mean_loss
1670.0,0.68289,-1.25,6.0,0.0,0.0,0.0,0.0,3.2333284616470337
1671.0,0.6827,-6.5,2.0,0.0,0.0,0.0,0.0,4.626177430152893
1672.0,0.68251,16.15,7.0,1.0,0.1,0.0,1.0,2.8424758911132812
1673.0,0.68232,17.3,2.0,1.0,0.2,0.0,1.0,2.9654746055603027
1674.0,0.68213,-7.5,6.0,0.0,0.0,0.0,0.0,3.7458682854970298
1675.0,0.68194,-2.25,10.0,0.0,0.0,0.0,0.0,3.0276457548141478
1676.0,0.6817500000000001,-7.0,4.0,0.0,0.0,0.0,0.0,2.2484530210494995
1677.0,0.6815599999999999,-6.25,1.0,0.0,0.0,0.0,0.0,4.051000595092773
1678.0,0.68137,-6.75,3.0,0.0,0.0,0.0,0.0,3.8960445721944175
1679.0,0.68118,-0.25,2.0,0.0,0.0,0.0,0.0,4.093117117881775
1680.0,0.68099,-0.75,4.0,0.0,0.0,0.0,0.0,3.9538538455963135
1681.0,0.6808000000000001,13.95,3.0,1.0,0.3,0.0,1.0,2.938962777455648
1682.0,0.6806099999999999,-2.0,9.0,0.0,0.0,0.0,0.0,3.1215963098737927
1683.0,0.68042,-1.75,8.0,0.0,0.0,0.0,0.0,3.296151027083397
1684.0,0.68023,-0.25,2.0,0.0,0.0,0.0,0.0,3.259312152862549
1685.0,0.68004,16.65,5.0,1.0,0.1,0.0,1.0,3.494582986831665
1686.0,0.6798500000000001,15.7,8.0,1.0,0.3,0.0,1.0,3.435404896736145
1687.0,0.67966,-9.75,3.0,0.0,0.0,0.0,0.0,4.581553141276042
1688.0,0.67947,-2.0,9.0,0.0,0.0,0.0,0.0,3.047357049253252
1689.0,0.67928,13.149999999999999,7.0,1.0,0.1,0.0,1.0,2.839088099343436
1690.0,0.67909,-7.0,4.0,0.0,0.0,0.0,0.0,3.905806005001068
1691.0,0.6789000000000001,-6.5,2.0,0.0,0.0,0.0,0.0,5.253694653511047
1692.0,0.67871,13.899999999999999,4.0,1.0,0.1,0.0,1.0,2.4909159392118454
1693.0,0.67852,-7.0,4.0,0.0,0.0,0.0,0.0,3.7704509496688843
1694.0,0.67833,-1.0,5.0,0.0,0.0,0.0,0.0,3.343403768539429
1695.0,0.67814,-7.25,5.0,0.0,0.0,0.0,0.0,3.7956533908843992
1696.0,0.67795,7.399999999999999,6.0,1.0,0.1,0.0,1.0,3.471913774808248
1697.0,0.67776,14.149999999999999,3.0,1.0,0.1,0.0,1.0,3.668781359990438
1698.0,0.67757,-7.75,7.0,0.0,0.0,0.0,0.0,2.8515333448137556
1699.0,0.67738,13.649999999999999,5.0,1.0,0.1,0.0,1.0,2.180266833305359
1700.0,0.67719,16.05,7.0,1.0,0.2,0.0,1.0,3.830072981970651
1701.0,0.677,-2.25,10.0,0.0,0.0,0.0,0.0,3.0899392485618593
1702.0,0.67681,-6.75,3.0,0.0,0.0,0.0,0.0,3.0768531958262124
1703.0,0.67662,-6.25,1.0,0.0,0.0,0.0,0.0,1.591754674911499
1704.0,0.67643,9.95,7.0,1.0,0.3,0.0,1.0,3.359267098563058
1705.0,0.67624,-6.25,1.0,0.0,0.0,0.0,0.0,2.07735013961792
1706.0,0.67605,15.82,8.0,1.0,0.18,0.0,1.0,3.19622665643692
1707.0,0.67586,-6.5,2.0,0.0,0.0,0.0,0.0,2.8728652000427246
1708.0,0.67567,17.4,2.0,1.0,0.1,0.0,1.0,3.129706382751465
1709.0,0.6754800000000001,17.4,2.0,1.0,0.1,0.0,1.0,3.283388614654541
1710.0,0.67529,17.05,3.0,1.0,0.2,0.0,1.0,4.103200197219849
1711.0,0.6751,10.899999999999999,4.0,1.0,0.1,0.0,1.0,3.4078848361968994
1712.0,0.67491,-7.75,7.0,0.0,0.0,0.0,0.0,2.8533019168036327
1713.0,0.67472,-7.25,5.0,0.0,0.0,0.0,0.0,3.031789207458496
1714.0,0.6745300000000001,-0.25,2.0,0.0,0.0,0.0,0.0,4.46409285068512
1715.0,0.6743399999999999,15.05,10.0,1.0,0.45,0.0,1.0,4.216126227378846
1716.0,0.67415,16.55,4.0,1.0,0.45,0.0,1.0,4.611209332942963
1717.0,0.67396,-6.75,3.0,0.0,0.0,0.0,0.0,3.9301322301228843
1718.0,0.67377,-7.25,5.0,0.0,0.0,0.0,0.0,2.8610852003097533
1719.0,0.6735800000000001,16.3,6.0,1.0,0.2,0.0,1.0,3.00680277744929
1720.0,0.67339,-2.25,10.0,0.0,0.0,0.0,0.0,3.2471988439559936
1721.0,0.6732,-7.25,5.0,0.0,0.0,0.0,0.0,4.400977039337159
1722.0,0.67301,-7.5,6.0,0.0,0.0,0.0,0.0,3.4997850259145102
1723.0,0.67282,-0.25,2.0,0.0,0.0,0.0,0.0,6.114623546600342
1724.0,0.6726300000000001,8.3,7.0,1.0,0.45,0.0,1.0,3.4154070956366405
1725.0,0.67244,16.7,4.0,1.0,0.3,0.0,1.0,5.532492518424988
1726.0,0.67225,-6.75,3.0,0.0,0.0,0.0,0.0,1.6455611387888591
1727.0,0.67206,-6.5,2.0,0.0,0.0,0.0,0.0,3.7536404132843018
1728.0,0.67187,0.0,1.0,0.0,0.0,0.0,0.0,5.081226348876953
1729.0,0.67168,-7.75,7.0,0.0,0.0,0.0,0.0,3.3205825431006297
1730.0,0.67149,16.8,4.0,1.0,0.2,0.0,1.0,4.262333512306213
1731.0,0.6713,17.2,2.0,1.0,0.3,0.0,1.0,2.931288242340088
1732.0,0.67111,15.55,9.0,1.0,0.2,0.0,1.0,4.042947080400255
1733.0,0.67092,-1.75,8.0,0.0,0.0,0.0,0.0,4.35007056593895
1734.0,0.67073,-1.25,6.0,0.0,0.0,0.0,0.0,3.7328995863596597
1735.0,0.67054,-7.0,4.0,0.0,0.0,0.0,0.0,3.8229979276657104
1736.0,0.67035,13.649999999999999,5.0,1.0,0.1,0.0,1.0,3.8544305324554444
1737.0,0.6701600000000001,-2.25,10.0,0.0,0.0,0.0,0.0,3.699736785888672
1738.0,0.66997,-7.5,6.0,0.0,0.0,0.0,0.0,3.1955146392186484
1739.0,0.66978,12.45,9.0,1.0,0.3,0.0,1.0,4.1449785232543945
1740.0,0.66959,16.4,6.0,1.0,0.1,0.0,1.0,4.12315575281779
1741.0,0.6694,-1.25,6.0,0.0,0.0,0.0,0.0,3.931376020113627
1742.0,0.6692100000000001,-0.75,4.0,0.0,0.0,0.0,0.0,2.7037004232406616
1743.0,0.66902,-11.95,7.0,0.0,0.2,0.0,1.0,4.3856996808733255
1744.0,0.66883,7.199999999999999,6.0,1.0,0.3,0.0,1.0,4.564648946126302
1745.0,0.66864,-1.75,8.0,0.0,0.0,0.0,0.0,3.3717574179172516
1746.0,0.66845,-1.75,8.0,0.0,0.0,0.0,0.0,3.2280782759189606
1747.0,0.6682600000000001,-6.5,2.0,0.0,0.0,0.0,0.0,3.7109339237213135
1748.0,0.66807,-6.25,1.0,0.0,0.0,0.0,0.0,1.7654826641082764
1749.0,0.66788,12.399999999999999,10.0,1.0,0.1,0.0,1.0,4.108044266700745
1750.0,0.66769,-1.5,7.0,0.0,0.0,0.0,0.0,5.086152417319162
1751.0,0.6675,-1.25,6.0,0.0,0.0,0.0,0.0,3.467308243115743
1752.0,0.6673100000000001,16.65,5.0,1.0,0.1,0.0,1.0,3.8830289363861086
1753.0,0.66712,16.05,7.0,1.0,0.2,0.0,1.0,3.8772877284458707
1754.0,0.66693,16.65,5.0,1.0,0.1,0.0,1.0,3.4045802116394044
1755.0,0.66674,-1.0,5.0,0.0,0.0,0.0,0.0,2.6846049547195436
1756.0,0.66655,16.3,6.0,1.0,0.2,0.0,1.0,4.929723024368286
1757.0,0.6663600000000001,16.3,5.0,1.0,0.45,0.0,1.0,3.263452100753784
1758.0,0.66617,-7.5,6.0,0.0,0.0,0.0,0.0,3.406194051106771
1759.0,0.66598,-6.75,3.0,0.0,0.0,0.0,0.0,4.491489092508952
1760.0,0.66579,-6.75,3.0,0.0,0.0,0.0,0.0,3.846572160720825
1761.0,0.6656,13.649999999999999,5.0,1.0,0.1,0.0,1.0,3.140381932258606
1762.0,0.6654100000000001,16.9,4.0,1.0,0.1,0.0,1.0,3.2498563528060913
1763.0,0.66522,-1.5,7.0,0.0,0.0,0.0,0.0,4.102952429226467
1764.0,0.66503,-2.0,9.0,0.0,0.0,0.0,0.0,4.074569622675578
1765.0,0.66484,-6.5,2.0,0.0,0.0,0.0,0.0,4.550127267837524
1766.0,0.66465,-7.25,5.0,0.0,0.0,0.0,0.0,4.472395372390747
1767.0,0.66446,-2.0,9.0,0.0,0.0,0.0,0.0,3.097937756114536
1768.0,0.66427,-6.25,1.0,0.0,0.0,0.0,0.0,9.476768493652344
1769.0,0.66408,17.07,3.0,1.0,0.18,0.0,1.0,3.4954468409220376
1770.0,0.6638900000000001,-6.7,11.0,0.0,0.2,0.0,1.0,4.662345040928233
1771.0,0.6637,-7.25,5.0,0.0,0.0,0.0,0.0,4.65618052482605
1772.0,0.66351,-6.5,2.0,0.0,0.0,0.0,0.0,4.662888288497925
1773.0,0.66332,16.9,4.0,1.0,0.1,0.0,1.0,4.884260952472687
1774.0,0.66313,16.15,7.0,1.0,0.1,0.0,1.0,3.581118481499808
1775.0,0.6629400000000001,-1.25,6.0,0.0,0.0,0.0,0.0,4.197782079378764
1776.0,0.66275,13.3,6.0,1.0,0.2,0.0,1.0,5.154468218485515
1777.0,0.66256,13.8,4.0,1.0,0.2,0.0,1.0,4.533529758453369
1778.0,0.66237,-1.0,5.0,0.0,0.0,0.0,0.0,3.843568706512451
1779.0,0.66218,-7.5,6.0,0.0,0.0,0.0,0.0,4.232517838478088
1780.0,0.6619900000000001,0.0,1.0,0.0,0.0,0.0,0.0,3.5283620357513428
1781.0,0.6618,7.649999999999999,5.0,1.0,0.1,0.0,1.0,3.2966687202453615
1782.0,0.66161,17.4,2.0,1.0,0.1,0.0,1.0,4.393319606781006
1783.0,0.66142,-1.25,6.0,0.0,0.0,0.0,0.0,3.891805569330851
1784.0,0.66123,14.149999999999999,3.0,1.0,0.1,0.0,1.0,3.649260918299357
1785.0,0.6610400000000001,17.05,3.0,1.0,0.2,0.0,1.0,4.510843118031819
1786.0,0.66085,-6.25,1.0,0.0,0.0,0.0,0.0,5.637206554412842
1787.0,0.66066,-7.25,5.0,0.0,0.0,0.0,0.0,5.286759281158448
1788.0,0.66047,-9.35,10.0,0.0,0.1,0.0,1.0,4.393793344497681
1789.0,0.66028,13.7,4.0,1.0,0.3,0.0,1.0,4.453148782253265
1790.0,0.6600900000000001,-1.0,5.0,0.0,0.0,0.0,0.0,3.8673494338989256
1791.0,0.6599,-7.25,5.0,0.0,0.0,0.0,0.0,4.125497579574585
1792.0,0.65971,-6.75,3.0,0.0,0.0,0.0,0.0,3.779319922129313
1793.0,0.65952,-7.0,4.0,0.0,0.0,0.0,0.0,3.714223861694336
1794.0,0.65933,13.05,7.0,1.0,0.2,0.0,1.0,4.988540990012033
1795.0,0.6591400000000001,-0.5,3.0,0.0,0.0,0.0,0.0,5.1594743728637695
1796.0,0.65895,-2.1000000000000014,8.0,1.0,0.1,0.0,1.0,3.346273958683014
1797.0,0.65876,-8.0,8.0,0.0,0.0,0.0,0.0,3.23956498503685
1798.0,0.6585700000000001,16.55,5.0,1.0,0.2,0.0,1.0,2.615304684638977
1799.0,0.65838,16.15,7.0,1.0,0.1,0.0,1.0,3.129363536834717
1800.0,0.65819,16.45,5.0,1.0,0.3,0.0,1.0,3.60847954750061
1801.0,0.658,-6.68,11.0,0.0,0.18,0.0,1.0,3.6662730412049727
1802.0,0.65781,10.8,4.0,1.0,0.2,0.0,1.0,4.59196263551712
1803.0,0.6576200000000001,16.65,5.0,1.0,0.1,0.0,1.0,3.0219555377960203
1804.0,0.65743,6.399999999999999,10.0,1.0,0.1,0.0,1.0,3.991707956790924
1805.0,0.65724,-7.5,6.0,0.0,0.0,0.0,0.0,4.006713390350342
1806.0,0.65705,0.6499999999999986,9.0,1.0,0.1,0.0,1.0,3.800076166788737
1807.0,0.65686,-7.25,5.0,0.0,0.0,0.0,0.0,4.2637999057769775
1808.0,0.6566700000000001,-6.25,1.0,0.0,0.0,0.0,0.0,5.723999977111816
1809.0,0.6564800000000001,-7.5,6.0,0.0,0.0,0.0,0.0,4.237966060638428
1810.0,0.65629,-0.5,3.0,0.0,0.0,0.0,0.0,2.901821414629618
1811.0,0.6561,-6.5,2.0,0.0,0.0,0.0,0.0,3.800499439239502
1812.0,0.65591,-0.5,3.0,0.0,0.0,0.0,0.0,3.36461075146993
1813.0,0.6557200000000001,15.55,8.0,1.0,0.45,0.0,1.0,3.1643773317337036
1814.0,0.6555300000000001,-2.25,10.0,0.0,0.0,0.0,0.0,3.2904315114021303
1815.0,0.65534,-7.25,5.0,0.0,0.0,0.0,0.0,3.693285083770752
1816.0,0.65515,-1.75,8.0,0.0,0.0,0.0,0.0,2.6934653967618942
1817.0,0.65496,-0.5,3.0,0.0,0.0,0.0,0.0,3.1030418078104653
1818.0,0.6547700000000001,-6.75,3.0,0.0,0.0,0.0,0.0,2.8019796212514243
1819.0,0.65458,15.8,8.0,1.0,0.2,0.0,1.0,3.5941653549671173
1820.0,0.65439,13.350000000000001,7.0,1.0,0.9,0.0,2.0,3.247252975191389
1821.0,0.6542,16.05,7.0,1.0,0.2,0.0,1.0,3.9006098338535855
1822.0,0.65401,-1.5,7.0,0.0,0.0,0.0,0.0,3.8828003065926686
1823.0,0.6538200000000001,-1.0,5.0,0.0,0.0,0.0,0.0,4.588729810714722
1824.0,0.65363,10.399999999999999,6.0,1.0,0.1,0.0,1.0,4.083795507748921
1825.0,0.65344,-10.0,4.0,0.0,0.0,0.0,0.0,4.343720197677612
1826.0,0.65325,-2.25,10.0,0.0,0.0,0.0,0.0,4.362139773368836
1827.0,0.65306,0.0,1.0,0.0,0.0,0.0,0.0,1.7979295253753662
1828.0,0.6528700000000001,-2.0,9.0,0.0,0.0,0.0,0.0,3.296251985761854
1829.0,0.65268,-1.5,7.0,0.0,0.0,0.0,0.0,4.224410159247262
1830.0,0.65249,13.399999999999999,6.0,1.0,0.1,0.0,1.0,2.5576798419157663
1831.0,0.6523000000000001,15.82,8.0,1.0,0.18,0.0,1.0,2.8860380202531815
1832.0,0.65211,16.8,4.0,1.0,0.2,0.0,1.0,3.7701958417892456
1833.0,0.65192,-13.25,5.0,0.0,0.0,0.0,0.0,3.802347207069397
1834.0,0.65173,-2.0,9.0,0.0,0.0,0.0,0.0,3.3082055780622692
1835.0,0.65154,0.0,1.0,0.0,0.0,0.0,0.0,4.7647504806518555
1836.0,0.6513500000000001,-1.75,8.0,0.0,0.0,0.0,0.0,2.6722705364227295
1837.0,0.65116,-0.25,2.0,0.0,0.0,0.0,0.0,5.614077568054199
1838.0,0.65097,6.649999999999999,9.0,1.0,0.1,0.0,1.0,3.2633096244600086
1839.0,0.65078,-6.25,1.0,0.0,0.0,0.0,0.0,3.7364561557769775
1840.0,0.65059,-1.25,6.0,0.0,0.0,0.0,0.0,2.9945063392321267
1841.0,0.6504000000000001,10.649999999999999,5.0,1.0,0.1,0.0,1.0,3.7469818115234377
1842.0,0.65021,-1.75,8.0,0.0,0.0,0.0,0.0,4.112303376197815
1843.0,0.65002,-2.0,9.0,0.0,0.0,0.0,0.0,3.930277294582791
1844.0,0.64983,-1.5,7.0,0.0,0.0,0.0,0.0,3.3179310049329485
1845.0,0.64964,-1.5,7.0,0.0,0.0,0.0,0.0,3.8252803598131453
1846.0,0.6494500000000001,15.82,8.0,1.0,0.18,0.0,1.0,3.341584548354149
1847.0,0.6492600000000001,-1.5,7.0,0.0,0.0,0.0,0.0,3.657560791288103
1848.0,0.64907,-6.25,1.0,0.0,0.0,0.0,0.0,3.7372775077819824
1849.0,0.64888,12.95,7.0,1.0,0.3,0.0,1.0,3.8453255040305003
1850.0,0.64869,-1.75,8.0,0.0,0.0,0.0,0.0,3.0219297260046005
1851.0,0.6485000000000001,-6.5,2.0,0.0,0.0,0.0,0.0,2.118109345436096
1852.0,0.64831,5.77,7.0,1.0,0.48,0.0,2.0,3.6827620778765
1853.0,0.64812,15.95,7.0,1.0,0.3,0.0,1.0,4.487237930297852
1854.0,0.64793,-0.75,4.0,0.0,0.0,0.0,0.0,4.118635475635529
1855.0,0.64774,-10.5,6.0,0.0,0.0,0.0,0.0,3.2221111257870994
1856.0,0.6475500000000001,-2.0,9.0,0.0,0.0,0.0,0.0,3.290798823038737
1857.0,0.64736,16.9,4.0,1.0,0.1,0.0,1.0,2.9632505774497986
1858.0,0.64717,16.3,6.0,1.0,0.2,0.0,1.0,3.634075482686361
1859.0,0.6469800000000001,-0.75,4.0,0.0,0.0,0.0,0.0,4.700533032417297
1860.0,0.64679,-1.75,8.0,0.0,0.0,0.0,0.0,3.406485065817833
1861.0,0.6466000000000001,-14.25,9.0,0.0,0.0,0.0,0.0,3.892485883500841
1862.0,0.64641,-1.0,5.0,0.0,0.0,0.0,0.0,4.450585603713989
1863.0,0.64622,12.899999999999999,8.0,1.0,0.1,0.0,1.0,2.962805137038231
1864.0,0.6460300000000001,-1.75,8.0,0.0,0.0,0.0,0.0,3.0235561430454254
1865.0,0.64584,15.899999999999999,8.0,1.0,0.1,0.0,1.0,4.250220626592636
1866.0,0.6456500000000001,-0.75,4.0,0.0,0.0,0.0,0.0,4.080255389213562
1867.0,0.64546,-6.25,1.0,0.0,0.0,0.0,0.0,3.619168519973755
1868.0,0.64527,17.15,3.0,1.0,0.1,0.0,1.0,5.426591555277507
1869.0,0.6450800000000001,13.45,5.0,1.0,0.3,0.0,1.0,4.5265504837036135
1870.0,0.64489,16.57,5.0,1.0,0.18,0.0,1.0,2.688397026062012
1871.0,0.6447,10.149999999999999,7.0,1.0,0.1,0.0,1.0,2.884688104901995
1872.0,0.64451,16.45,5.0,1.0,0.3,0.0,1.0,4.241732740402222
1873.0,0.64432,-2.0,9.0,0.0,0.0,0.0,0.0,3.9282616244422064
1874.0,0.6441300000000001,-6.75,3.0,0.0,0.0,0.0,0.0,3.0106899738311768
1875.0,0.64394,16.07,7.0,1.0,0.18,0.0,1.0,3.736633471080235
1876.0,0.64375,13.899999999999999,4.0,1.0,0.1,0.0,1.0,3.3781817853450775
1877.0,0.64356,-12.93,11.0,0.0,0.18,0.0,1.0,3.9043103564869273
1878.0,0.64337,-7.75,7.0,0.0,0.0,0.0,0.0,5.1147420065743585
1879.0,0.6431800000000001,17.15,3.0,1.0,0.1,0.0,1.0,3.2878530025482178
1880.0,0.64299,13.649999999999999,5.0,1.0,0.1,0.0,1.0,3.7496099948883055
1881.0,0.6428,-8.25,9.0,0.0,0.0,0.0,0.0,3.921828852759467
1882.0,0.64261,-7.5,6.0,0.0,0.0,0.0,0.0,3.4683792690436044
1883.0,0.64242,17.07,3.0,1.0,0.18,0.0,1.0,4.944577217102051
1884.0,0.6422300000000001,-0.25,2.0,0.0,0.0,0.0,0.0,2.738553285598755
1885.0,0.6420399999999999,-6.75,3.0,0.0,0.0,0.0,0.0,3.9825309912363687
1886.0,0.64185,-2.0,9.0,0.0,0.0,0.0,0.0,3.9638871086968317
1887.0,0.6416600000000001,-2.25,10.0,0.0,0.0,0.0,0.0,3.435790538787842
1888.0,0.64147,14.2,5.0,1.0,0.55,0.0,2.0,3.604423999786377
1889.0,0.6412800000000001,13.95,3.0,1.0,0.3,0.0,1.0,4.7155388196309405
1890.0,0.6410899999999999,-7.5,6.0,0.0,0.0,0.0,0.0,2.380099137624105
1891.0,0.6409,13.399999999999999,6.0,1.0,0.1,0.0,1.0,2.958378175894419
1892.0,0.6407100000000001,-8.0,8.0,0.0,0.0,0.0,0.0,4.2181113958358765
1893.0,0.64052,-12.18,8.0,0.0,0.18,0.0,1.0,3.9321968257427216
1894.0,0.6403300000000001,-9.75,3.0,0.0,0.0,0.0,0.0,2.884656389554342
1895.0,0.6401399999999999,16.9,4.0,1.0,0.1,0.0,1.0,3.498704254627228
1896.0,0.63995,-7.0,4.0,0.0,0.0,0.0,0.0,4.888010561466217
1897.0,0.6397600000000001,17.05,3.0,1.0,0.2,0.0,1.0,3.447603940963745
1898.0,0.63957,-7.0,4.0,0.0,0.0,0.0,0.0,2.605166047811508
1899.0,0.6393800000000001,17.05,3.0,1.0,0.2,0.0,1.0,4.44033678372701
1900.0,0.6391899999999999,-7.0,4.0,0.0,0.0,0.0,0.0,4.355157971382141
1901.0,0.639,-6.25,1.0,0.0,0.0,0.0,0.0,5.2268548011779785
1902.0,0.6388100000000001,17.15,3.0,1.0,0.1,0.0,1.0,3.9194939136505127
1903.0,0.63862,16.9,4.0,1.0,0.1,0.0,1.0,3.3010870218276978
1904.0,0.63843,13.95,3.0,1.0,0.3,0.0,1.0,3.505075971285502
1905.0,0.6382399999999999,-1.25,6.0,0.0,0.0,0.0,0.0,2.8438830375671387
1906.0,0.63805,12.95,7.0,1.0,0.3,0.0,1.0,4.034154517310006
1907.0,0.6378600000000001,-1.75,8.0,0.0,0.0,0.0,0.0,3.9023769199848175
1908.0,0.63767,-8.25,9.0,0.0,0.0,0.0,0.0,4.993965188662211
1909.0,0.63748,16.95,3.0,1.0,0.3,0.0,1.0,4.7561923662821455
1910.0,0.63729,17.4,2.0,1.0,0.1,0.0,1.0,4.563851833343506
1911.0,0.6371,-0.25,2.0,0.0,0.0,0.0,0.0,1.1125791668891907
1912.0,0.6369100000000001,-2.25,10.0,0.0,0.0,0.0,0.0,4.286220371723175
1913.0,0.63672,16.9,4.0,1.0,0.1,0.0,1.0,4.766786813735962
1914.0,0.63653,13.649999999999999,5.0,1.0,0.1,0.0,1.0,3.459884786605835
1915.0,0.63634,13.649999999999999,5.0,1.0,0.1,0.0,1.0,4.079733276367188
1916.0,0.63615,-7.0,4.0,0.0,0.0,0.0,0.0,2.882543623447418
1917.0,0.6359600000000001,15.82,8.0,1.0,0.18,0.0,1.0,3.1536645889282227
1918.0,0.63577,-2.0,9.0,0.0,0.0,0.0,0.0,3.4215985933939614
1919.0,0.63558,16.3,6.0,1.0,0.2,0.0,1.0,3.0773075421651206
1920.0,0.6353900000000001,13.100000000000001,8.0,1.0,0.9,0.0,2.0,3.7015848457813263
1921.0,0.6352,16.65,5.0,1.0,0.1,0.0,1.0,3.4473106384277346
1922.0,0.6350100000000001,17.4,2.0,1.0,0.1,0.0,1.0,3.735369563102722
1923.0,0.6348199999999999,-7.5,6.0,0.0,0.0,0.0,0.0,3.818649967511495
1924.0,0.63463,13.95,3.0,1.0,0.3,0.0,1.0,3.172389109929403
1925.0,0.6344400000000001,-6.75,3.0,0.0,0.0,0.0,0.0,3.433638652165731
1926.0,0.63425,-6.25,1.0,0.0,0.0,0.0,0.0,2.420457124710083
1927.0,0.6340600000000001,-2.0,9.0,0.0,0.0,0.0,0.0,3.973129908243815
1928.0,0.6338699999999999,13.600000000000001,6.0,1.0,0.9,0.0,2.0,3.7188273270924888
1929.0,0.63368,17.15,3.0,1.0,0.1,0.0,1.0,2.19434384504954
1930.0,0.6334900000000001,16.65,5.0,1.0,0.1,0.0,1.0,3.280598449707031
1931.0,0.6333,17.05,3.0,1.0,0.2,0.0,1.0,2.6531759103139243
1932.0,0.6331100000000001,16.3,5.0,1.0,0.45,0.0,1.0,3.4231218338012694
1933.0,0.6329199999999999,-2.25,10.0,0.0,0.0,0.0,0.0,3.3210347533226012
1934.0,0.63273,-7.5,6.0,0.0,0.0,0.0,0.0,3.3566561937332153
1935.0,0.6325400000000001,7.649999999999999,5.0,1.0,0.1,0.0,1.0,3.9607253074645996
1936.0,0.63235,15.57,9.0,1.0,0.18,0.0,1.0,3.8979939354790583
1937.0,0.63216,-1.25,6.0,0.0,0.0,0.0,0.0,4.4113649527231855
1938.0,0.6319699999999999,-2.0,9.0,0.0,0.0,0.0,0.0,2.8830248249901667
1939.0,0.63178,-1.75,8.0,0.0,0.0,0.0,0.0,4.12562757730484
1940.0,0.6315900000000001,-0.75,4.0,0.0,0.0,0.0,0.0,3.1991072297096252
1941.0,0.6314,-0.25,2.0,0.0,0.0,0.0,0.0,3.627408981323242
1942.0,0.63121,16.8,4.0,1.0,0.2,0.0,1.0,3.116918623447418
1943.0,0.6310199999999999,10.2,6.0,1.0,0.3,0.0,1.0,3.4505191644032798
1944.0,0.63083,-1.25,6.0,0.0,0.0,0.0,0.0,3.9330607652664185
1945.0,0.6306400000000001,-7.25,5.0,0.0,0.0,0.0,0.0,4.0892421245574955
1946.0,0.63045,1.1499999999999986,7.0,1.0,0.1,0.0,1.0,3.617236750466483
1947.0,0.63026,-1.0,5.0,0.0,0.0,0.0,0.0,3.154189682006836
1948.0,0.63007,-2.25,10.0,0.0,0.0,0.0,0.0,3.695346784591675
1949.0,0.62988,-2.0,9.0,0.0,0.0,0.0,0.0,3.1084333525763617
1950.0,0.6296900000000001,-1.5,7.0,0.0,0.0,0.0,0.0,3.1335845163890292
1951.0,0.6295,17.4,2.0,1.0,0.1,0.0,1.0,3.4464282989501953
1952.0,0.62931,13.899999999999999,4.0,1.0,0.1,0.0,1.0,3.6901805698871613
1953.0,0.62912,-0.75,4.0,0.0,0.0,0.0,0.0,3.5842052698135376
1954.0,0.62893,-8.25,9.0,0.0,0.0,0.0,0.0,3.8480123943752713
1955.0,0.6287400000000001,16.45,5.0,1.0,0.3,0.0,1.0,3.613499903678894
1956.0,0.6285499999999999,17.4,2.0,1.0,0.1,0.0,1.0,3.461325168609619
1957.0,0.62836,-0.25,2.0,0.0,0.0,0.0,0.0,4.567036986351013
1958.0,0.62817,-0.75,4.0,0.0,0.0,0.0,0.0,4.027995944023132
1959.0,0.62798,16.05,7.0,1.0,0.2,0.0,1.0,3.363494259970529
1960.0,0.6277900000000001,12.8,8.0,1.0,0.2,0.0,1.0,3.793879061937332
1961.0,0.6275999999999999,15.95,7.0,1.0,0.3,0.0,1.0,3.860112871442522
1962.0,0.62741,15.55,8.0,1.0,0.45,0.0,1.0,2.864505410194397
1963.0,0.62722,16.82,4.0,1.0,0.18,0.0,1.0,3.4185702800750732
1964.0,0.62703,-2.0,9.0,0.0,0.0,0.0,0.0,4.3716684977213545
1965.0,0.6268400000000001,0.0,1.0,0.0,0.0,0.0,0.0,6.6122145652771
1966.0,0.6266499999999999,-6.25,1.0,0.0,0.0,0.0,0.0,4.214755058288574
1967.0,0.62646,13.95,3.0,1.0,0.3,0.0,1.0,3.3527109622955322
1968.0,0.62627,-2.0,9.0,0.0,0.0,0.0,0.0,3.330307960510254
1969.0,0.62608,-10.100000000000001,12.0,0.0,1.35,0.0,3.0,3.8844861586888633
1970.0,0.6258900000000001,-2.25,10.0,0.0,0.0,0.0,0.0,3.374762272834778
1971.0,0.6256999999999999,16.95,3.0,1.0,0.3,0.0,1.0,3.9305782318115234
1972.0,0.62551,15.8,8.0,1.0,0.2,0.0,1.0,3.544804185628891
1973.0,0.6253200000000001,16.3,6.0,1.0,0.2,0.0,1.0,3.6124372680981955
1974.0,0.62513,-7.0,4.0,0.0,0.0,0.0,0.0,3.4404602646827698
1975.0,0.62494,-2.25,10.0,0.0,0.0,0.0,0.0,4.085855889320373
1976.0,0.62475,-7.25,5.0,0.0,0.0,0.0,0.0,3.648750972747803
1977.0,0.62456,-6.25,1.0,0.0,0.0,0.0,0.0,3.5153329372406006
1978.0,0.6243700000000001,-1.75,8.0,0.0,0.0,0.0,0.0,3.933495670557022
1979.0,0.62418,16.4,6.0,1.0,0.1,0.0,1.0,4.476835012435913
1980.0,0.62399,17.4,2.0,1.0,0.1,0.0,1.0,4.850546598434448
1981.0,0.6238,-6.75,3.0,0.0,0.0,0.0,0.0,3.6584113438924155
1982.0,0.62361,-2.0,9.0,0.0,0.0,0.0,0.0,3.762911637624105
